matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
Chebyshev4,5377761,68121,68121,0,r,54.083825,0,78.944246,9,68121,5343556,34205,99.36399999999999,5368574,9187,99.82900000000001,5319251,58510,98.912,829.429749,753.386475,761.147888,765.350525,763.645935,766.84491,761.061401,1.100935,1.089709,1.083725,1.086144,1.081613,1.089833,0.0,4.31512e-08,4.99748e-15,1.61047e-13,1.70751e-13,1.70751e-13,1.70751e-13,736.8479,1.125646,8.61178e-08
ulevimin,164538,6590,46937,0,r,3145.350073,0,24.96783,1,24973,17508,147030,10.641,160308,4230,97.429,160148,4390,97.332,147.161026,140.587936,184.515808,145.281311,143.456161,142.265701,142.115768,1.046754,0.797552,1.012938,1.025826,1.03441,1.035501,0.0,4.64793e-08,6.57577e-15,4.42993e-12,4.30788e-12,4.30788e-12,4.30788e-12,132.799271,1.108146,8.02215e-08
pwtk,11634424,217918,217918,1,r,4005.682125,0,53.389,2,180,1534027,10100397,13.184999999999999,8056862,3577562,69.25,1624049,10010375,13.959,408.183807,342.266876,451.83902,392.250031,402.965515,403.414001,422.721527,1.192589,0.903383,1.040621,1.01295,1.011824,0.965609,0.0,4.49205e-08,1.55529e-14,1.23685e-10,2.77636e-11,2.77636e-11,2.77636e-11,326.359039,1.25072,7.86565e-08
ESOC,6019939,327062,37830,0,r,5319.044603,0,18.40611,8,19,712391,5307548,11.834,3303535,2716404,54.876999999999995,2928204,3091735,48.642,318.915588,291.921906,355.235199,358.507141,312.457214,313.678833,343.686157,1.092469,0.897759,0.889566,1.02067,1.016695,0.927927,0.0,4.31016e-08,5.07871e-14,2.11477e-10,4.33862e-12,4.33862e-12,4.33862e-12,259.326965,1.229782,6.70071e-08
rajat28,607235,87190,87190,0,r,41.147097,0,6.964503,1,29105,581441,25794,95.75200000000001,605560,1675,99.724,597960,9275,98.473,911.563171,854.917542,960.615173,760.033875,792.818481,819.054504,882.385559,1.066259,0.948937,1.199372,1.149775,1.112946,1.033067,0.0,4.18302e-08,5.91836e-14,7.31313e-13,3.6716e-08,3.6716e-08,3.6716e-08,570.511536,1.5978,9.69581e-08
ASIC_100k,954163,99340,99340,0,r,2.517326,0,9.605023,1,99029,953904,259,99.973,954062,101,99.98899999999999,954091,72,99.992,1732.208252,1523.259033,1584.716187,1598.234497,2092.160156,1646.883423,2096.097412,1.137172,1.093072,1.083826,0.827952,1.05181,0.826397,0.0,2.91201e-08,1.4406e-13,1.51611e-13,3.86022e-11,3.86022e-11,3.86022e-11,1450.782471,1.193982,2.82014e-08
ASIC_320ks,1827807,321671,321671,0,r,1.313109,0,5.682225,1,412,1827783,24,99.99900000000001,1827783,24,99.99900000000001,1827741,66,99.996,126.362625,102.840317,109.506432,107.69059,102.227966,104.900604,108.893181,1.228727,1.153929,1.173386,1.236087,1.204594,1.160427,0.0,5.67243e-08,1.50993e-13,1.50993e-13,1.50617e-13,1.50617e-13,1.50617e-13,97.164291,1.300505,7.78321e-08
ASIC_320k,2635364,321821,321821,0,r,0.910788,0,8.188912,1,203800,2635187,177,99.993,2635187,177,99.993,2635272,92,99.997,4083.452881,3753.9021,3867.119629,3865.307617,4260.373535,3764.86084,4211.116211,1.087789,1.055942,1.056437,0.958473,1.084623,0.969684,0.0,3.14134e-08,1.75447e-13,1.75447e-13,2.39689e-12,2.39689e-12,2.39689e-12,3596.476318,1.135404,4.87425e-08
ASIC_680k,3871773,682862,682862,0,r,16.2603,0,5.66992,1,395259,3430531,441242,88.604,3579672,292101,92.456,3871655,118,99.997,15472.719727,14951.342773,15964.197266,15958.867188,15014.385742,15686.976562,15654.295898,1.034872,0.969214,0.969537,1.030526,0.986342,0.988401,0.0,4.2781e-08,2.35297e-13,4.49897e-12,1.25051e-08,1.25051e-08,1.25051e-08,14910.936523,1.037676,4.83409e-08
ASIC_680ks,2329176,682712,682712,0,r,27.02899,0,3.411652,1,210,1888552,440624,81.082,2037307,291869,87.469,2329086,90,99.996,168.05069,137.566208,178.593689,174.149979,135.962631,136.013824,140.924927,1.221599,0.940967,0.964977,1.236006,1.235541,1.192484,0.0,2.85931e-08,2.85346e-13,5.44853e-12,1.52884e-08,1.52884e-08,1.52884e-08,129.36499,1.299043,4.79604e-08
